id,label
271.Top-compliance-concerns-in-2015.jpg,1
137.confused-person-at-computer-clipart-9.jpg,1
462.Feature-Travel-Kit-2piece_256x.jpg,0
179.l-49292-when-the-person-you-asked-to-get-the-manager-says-that-they-are-the-manager-confused-screaming.jpg,1
317.Michael-Carrick-min.jpg,1
210.confused-guy-holding-a-plunger-and-looking-at-the-camera-isolated-JT0DJE.jpg,1
254.838-02485110en_Masterfile.jpg,1
14.confused-african-man-scratching-head-looking-camera-standing-over-gray-background-puzzled-husband-does-not-know-how-130983167.jpg,1
107.0beb16a69ded62b33fca7e5928122497.jpg,0
71.shutterstock_satya_nadella.jpg,0
68.Taylor-Alxndr-1024x606-750x400.jpg,0
252.52518746-confused-senior-man-with-dementia-looking-at-wall-calendar.jpg,1
127.6107-06117928en_Masterfile.jpg,1
309.Things-to-do-in-Oslo-in-Winter-5-256x256.jpg,1
146.61b8b489-3986-4803-abca-e2a97c4d80ef-headshot4.jpg,1
161.mp_716481_2017-04-06-00-01-13-000098.jpg,1
222.Ziewitz%2C%20Malte%20notsmiling450.jpg,0
293.3vo4po8ybqj21.jpg,1
485.51264.jpg,1
67.confused_1497760c.jpg,1
134.confused-1160x700.jpg,1
54.D9_20_665_1200.jpg,1
64.depositphotos_177163012-stock-photo-confused-beautiful-girl-looking-camera.jpg,1
254.fat-caucasian-man-looking-confused-with-both-arms-raised-PY3HNT.jpg,1
164.3d-confused-person-with-question-mark-illustration_gg71004811.jpg,1
210.kenny-chesney-beyonce-face.jpg,0
479.communityIcon_5ypotg8gtra21.jpg,1
282.GettyImages_863190272.0.jpg,0
108.senior-confused-smartphone-image-using-smart-phone-49228153.jpg,1
80.1109486-800w.jpg,1
286.istock_52671960_large.jpg,0
121.Congress_2724.jpg,1
259.confused-looking-baby-boy-X8BK47.jpg,1
231.RR_Header_Kollektion_FS_2018_03_Unexpected_Neutral.jpg,0
38.thumbnail.jpg,0
110.Camel-Sweater-and-Black-Jeans_PC03.jpg,0
483.58119.jpg,1
9.62102123_922248884786869_6128065762340591345_n.jpg,0
252.DD%20Homepage%20Image3.jpg,0
112.0*xAruOfXo0wihknYO.jpg,1
41.michaela.jpg,0
60.confusedcom-confusion-to-clarity-mof-freefolk-0.original.jpg,1
147.gettyimages-960676056-1527246625.jpg,0
3.ConfusedJamesCorden-20180228112932614.jpg,1
158.thinking-man-silhouette-1.jpg,1
575.s_2215227_5885b607d720f.jpg,1
156.vignelli_presentation_m.jpg,1
193.confused-soldier_1510816.jpg,1
255.gettyimages-530594532.jpg,0
127.Stickman-stick-figure-choice-confused-logo-by-DEEMKA-STUDIO.jpg,1
258.56476789_2073976099317671_6165338765003849728_n.jpg,1
70.allure_dispelling-beauty-myths-with-jonathan-van-ness.jpg,0
151.TwitterProfile.jpg,0
301.da7cf52245.jpg,0
163.94166702-confused-looking-man.jpg,1
352.41418.jpg,1
65.photo.jpg,1
288.if-your-not-smiling-then-your-demons-are-keep-w-1-29-2018-8-30-59-am-l.jpg,0
228.81AYCdHr8VL._SX425_.jpg,0
106.5890e76c475752df038b59a4-1136-568.jpg,0
230.ohmybiebxr.256.13563.jpg,1
247.middle-aged-woman-confused-looking-into-camera.jpg,1
153.SignaturePrograms.jpg,0
83.38737857016_831d65_128sq.jpg,0
374.StartaBiz_sq.jpg,0
124.kisspng-drawing-deviantart-clip-art-confused-person-image-5ab0481fdf29e1.7789930015215022399141.jpg,1
184.NINTCHDBPICT0004194045181.jpg,0
295.Bongs___Super_Portrait.jpg,1
9.comical-illustration-female-teenage-student-confusion-isolated-over-white-background-comical-confused-student-white-110461249.jpg,1
399.22.jpg,0
176.christoph-baer-foto.256x256.jpg,0
30.8izKnyR8T.jpg,1
439.copy-of-hummus-and-pita-chips.jpg,0
218.sleepy-eden-blue-s-distressed-denim-jacket-4015993913459_256x.jpg,0
266.stock-photo-a-little-kid-confused-looking-beside-by-eyes-putting-a-hand-on-lips-as-he-did-a-big-mistake-1042599832.jpg,1
140.confused-person_o_7042297.jpg,1
229.pngtree-a-cartoon-illustration-is-confused-by-a-pile-of-questions-png-image_3427410.jpg,1
6.confused-guy-cartoon-character-isolated-white-background-boy-vector-stock-114648750.jpg,1
471.220093.487e6bead00221ee70b968f0b2e0e3cd.256p.jpg,1
149.stock-photo-young-boy-portrait-with-his-arms-folded-not-smiling-on-a-white-background-1781024.jpg,0
446.ea14c90de2488fc78e87c35ccc64b805.jpg,0
402.26072814.jpg,0
327.walking-arab-man-confused-looking-600w-1190386738.jpg,1
64.266120061aaf06f30087c202c054866e.jpg,0
182.914a5dd5-9d48-48d0-bc98-e0129cc5315e.jpg,0
539.811768.jpg,1
219.7c5181b1e2f7f9e917b51ad31e8c5234.jpg,0
97.901906501-young-man-looking-confused.jpg,1
599.Lauren_Joseph2.jpg,1
220.blog_355_1.jpg,1
147.784c175440b5731a7064666859eb400b.jpg,1
25.327457.jpg,1
251.confused_young_woman-144x144-143_0-1364_1365.jpg,1
149.avatar_user_162_1531435580-96x96.jpg,1
380.Barnaby-Rook-Bishop-in-Sir-Kenneth-MacMillans-Elite-Syncopations-part-of-Scottish-Ballets-Spring.-Credit-Andy-Ross_a4350f6faf0d96df3f353dcab0c5f803.jpg,0
46.middle-age-woman-wearing-wool-260nw-1081171265.jpg,1
212.12-confused-sun-emoji-cartoon-clipart.jpg,1
118.worried-man-lost-hiking-confused-looking-map-77365741.jpg,1
122.d7dd64b6-783f-4893-a2ba-0b77a4b5ada2.jpg,0
181.DSC0377.jpg,0
31.PacPobric_02_72dpi-256x256.jpg,0
82.richard-boughton-author-pic-256x256.jpg,1
87.524ee08cecad04cc40a223e4-750.jpg,0
267.Prince-Harry-Looking-Confused-RAF-Celebration-July-2018.jpg,1
35.young-caucasian-confused-groom-shrugging-shoulders-vector-15652269.jpg,1
312.DAZED--CONFUSED_SPRING.jpg,1
51.anna-heinrich.jpg,1
40.skinnytaeri27.256.260748.jpg,1
254.Virgil-Ablohs-Custom-Blacked-Out-Patek-gq-256x256.jpg,0
191.instant-pot-chinese-sesame-chicken-100-256x256.jpg,1
283.mulholland61.jpg,1
207.photo_swindle_not_smiling.jpg,0
89.entertainment-2014-04-nicki-minaj-not-smiling-main.jpg,0
18.the-confused-guy-does-not-know-answer-to-question-vector-15412658.jpg,1
267.1063335558-256x256.jpg,1
424.OfflineVoltron.256.517718.jpg,0
556.299619805050201.jpg,1
4.15197576.jpg,1
545.21594.jpg,1
205.young-man-looking-confused-and-concerned-in-the-dark-T0MJPK.jpg,1
220.56fa5a4918486dbf64feb587b2f540084007890125d29942558bcfa8b1ab25df_1.jpg,1
38.confused-businessman-looking-watch-hurry-running-late-suit-wrist-isolated-white-handsome-caucasian-man-72648174.jpg,1
450.20160211-App-Entrees-01889-256x256.jpg,1
103.andrew_goldtstein_artnet-256x256.jpg,1
161.d14_potmovies_dazed_confused_mov_08.jpg,1
20.confusion-495x247.jpg,1
473.Ewa_Stenwall.jpg,1
377.steve-marriott-box.jpg,1
101.infant_confused_meme1.jpg,1
152.markle.jpg,1
163.2_person_classic_.jpg,0
154.confused+looking+baby+boy+with+beautiful+blue+eyes.jpg,1
268.8_romantic-pastel-wedding-05d7cc3218293a82-1-256x256.jpg,0
54.23673.jpg,0
109.Mona_Lisa_by_Leonardo_da_Vinci_from_C2RMF_retouched-256x256.jpg,0
26.avatar_user_2_1446890667-96x96.jpg,1
280.032719_GenderInclusiveLicenses_elk03-1-of-1.jpg,0
27.avatar_user_501_1544059332-128x128.jpg,0
669.s_1178865_5297fd82b4e76.jpg,1
142.4928.jpg,0
5.8TAbeK9ec.jpg,1
292.poster_7a5f7579d5ad46ed8569a098c4b16899.jpg,1
137.42074626864_05db5f0f53_b.jpg,1
278.business-lady-wearing-blue-glasses-looking-confused-wondered-black-background-115043207.jpg,1
71.photo.jpg,1
433.256x256.jpg,1
32.lockerroomkisses.256.532306.jpg,0
93.richard-hu%CC%88bner-foto.256x256.jpg,0
93.image.jpg,1
102.2018_01_08_38600_1515410804._large.jpg,0
318.iStock-664160312-1920x0-c-default-thegem-post-thumb-large.jpg,1
259.overcome_fears.jpg,0
42.dev-patel.jpg,1
267.attractive-year-old-business-woman-looking-confused-wooden-puzzle-surprised-camera-white-studio-background-90627208.jpg,1
180.20852057-3d-people-men-person-with-speech-bubbles-and-text-yes-and-no-confused.jpg,1
80.p01bqq2k.jpg,0
141.Grace%20Zhang.jpg,1
395.tile_000_005_009.jpg,0
109.confused_person___base_by_lululucy94_dam4477-pre.jpg,1
203.stock-photo-walking-arab-man-confused-looking-behind-him-1190386738.jpg,1
612.417wS4TEKpL._AA256_.jpg,1
19.Miguelangel_Guevara.jpg,0
170.square_thumb%402x.jpg,1
147.MRve6907.jpg,1
251.thumbnail.jpg,0
49.360a5763b64fa673a03d36a97252750b.jpg,0
457.s_855739_51dbb45d98096.jpg,1
155.water256.jpg,1
205.confused-woman-with-question-vector-278229.jpg,1
38.confusedabou.jpg,1
209.rachel-ritlop-the-confused-millennial.jpg,1
118.unknown_person.128.388564.jpg,1
249.article-0-153B6554000005DC-533_634x475.jpg,0
58.flo-florian-foto.256x256.jpg,1
10.depositphotos_162033456-stock-photo-confused-teenage-girl-looking-at.jpg,1
144.D1910_24_235_1200.jpg,1
201.YWOoWbUEixjr.jpg,1
333.351839-4-mblla-perplexed-smiley_256.jpg,1
95.9247076.jpg,1
253.if-life-is-not-smiling-at-you-give-it-a-good.jpg,0
288.CharlotteBallet3square.jpg,0
298.2015_Word_of_the_Year.jpg,0
381.4038.jpg,1
250.4a4e2fefb1eb25f6592e36b206652d93_2x.jpg,1
138.gettyimages-1070297540.jpg,0
67.25a06c4bd8a687f6707f2c10e315f2be.jpg,1
179.53c05ada1aaa80c07e5d339dc6bdfda2.jpg,1
193.500_F_211853741_7VP6GmoK4Tps9kI6gs770g3UZ5cfCafA.jpg,1
283.57886-clay-banks-771321-unsplash.1200w.tn.jpg,1
119.948430_diane%20daughter%20smile%20blur.jpg,0
334.703aa30ac7064804d7e4b315bff7457c_bookmarkImage_256x256_medium_original_1.jpg,1
337.100.preview.jpg,0
149.confused-person-icon-19.jpg,1
88.confused-emoticon-38.jpg,1
265.Confused-in-love.jpg,1
193.9bc22914cf959717613bf5918725995f.jpg,0
212.pbs.twimg.com-26bc31a4.jpg,0
301.76087.jpg,1
139.38744184641_c7664e_128sq.jpg,0
92.depositphotos_203054266-stock-video-disappointed-man-sitting-in-street.jpg,1
440.mpcbrz.256.570835.jpg,0
12.826-02271513en_Masterfile.jpg,0
104.585.jpg,1
440.all-purpose-cheese-sauce-00059-1-256x256.jpg,1
85.maxresdefault.jpg,1
543.394133.jpg,1
59.lrugxzhi1bnz.jpg,1
249.Tazzyrk.256.391482.jpg,0
296.199373.abb593e5101bfd4de68bcc916c5755c3.256p.jpg,1
291.39994-S5E12-Dmitri-Siegel_m.jpg,0
419.orange_county_small.jpg,1
3.confused-about-fat.jpg,1
499.pollice_verso_m.jpg,1
448.54760.jpg,0
138.xL778108.jpg,1
28.after-How-to-Find-Neutral-Gray-to-Remove-Color-Cast-in-a-Photo-with-Photoshop.jpg,0
84.senior-man-looking-confused.jpg,1
436.steak-fingers-with-country-gravy-8-256x256.jpg,1
54.confused-girl-renovation.jpg,1
69.Bruce+Willis+Suppressed+Smile+Symmetric+Sincere+Smile+True+Smile+Nonverbal+Communication+Expert+Body+Language+Expert+Speaker+Keynote+Las+Vegas+Orlando+Southern+California+6.jpg,0
293.1272669.jpg,1
16.square_thumb%402x.jpg,0
55.256.jpg,0
13.confused-person-132346-452227.jpg,1
178.UwUmasterDawn.256.310788.jpg,0
286.208.jpg,1
193.Jose-Mourinho-min1.jpg,1
141.DSC_5732.jpg,0
115.Don_Knotts_Barney_and_the_bullet_Andy_Griffith_Show.jpg,1
175.1013_meetTCB_p04_1.jpg,0
242.20344.jpg,1
490.128.jpg,1
169.confused-beautiful-and-young-woman-with-dark-wavy-hair-looking-into-CB7HNE.jpg,1
257.concept-preoccupied-thoughtful-woman-folded-arms-being-confused-looking-solution-problem-symbolized-114204873.jpg,1
237.98035639-young-handsome-man-in-eyeglasses-looking-super-confused-and-shrugging-with-shoulders-looking-at-came.jpg,1
402.1692329.66439447d2ffc689337380917acdb5aa.256c.jpg,1
410.3_1_4.jpg,0
28.image-20160906-21924-xbwgn5.jpg,1
616.2581910.jpg,1
183.eac3414fbb37036cb3742bcf4fc5ba4151970826.jpg,1
"51.5110YFhG0lL._CR0,175,734,734_UX256.jpg",1
320.vertical-shot-of-a-confused-old-man-with-walker-on-brown-looking-at-camera-T0ECNM.jpg,1
174.social-pc-is-earth-connection-july2019.jpg,1
224.f58ea20dc5b75110575d26071c35faeafd11ed52_128.jpg,0
391.xZqaBftjfuAWZPR-128x128-noPad.jpg,1
52.0_louise-corporate-3.jpg,1
615.300695502199201.jpg,1
485.square_thumb%402x.jpg,1
79.mv5bnzy1mzmymjg2n15bml5banbnxkftztgwmdc3odu0mdi-_v1_sy1000_cr0015041000_al_.jpg,1
224.randy-sellers.jpg,0
87.BIG-9-a-nice-smile.jpg,0
214.jennifer-hedtke.jpg,0
41.e24b84417b6b90772bccf4df25fc6404.jpg,1
240.depositphotos_274510228-stock-photo-confused-woman-looking-at-engagement.jpg,1
58.confused-businesswoman-looking-up-young-against-white-background-32429648.jpg,1
162.IMG_2859_2400x.jpg,0
46.confusionmemes-5ab97fce8e1b6e0037331e38.jpg,1
14.1432407630_12e1b983c3716591570cf7dc78b191b2.jpg,0
345.E79IkAne_400x400.jpg,0
57.confused-woman-with-bag-popcorn_23-2148212475.jpg,1
321.not-smiling-clipart-smiling-girl-clipart-little-girl-smiling-clipart-1300_1258.jpg,0
24.depositphotos_26345691-stock-photo-confused-woman-scratching-her-head.jpg,1
337.318407_7824_S.jpg,1
213.serious-looking-confused-man-standing.jpg,1
492.b441eb83-88a0-4e6c-8667-1a0146128d9f.jpg,1
424.826b4f7d29dd7704aca66c1f36488059c72b2f86r1-714-458v2_128.jpg,1
268.assistant-coach.jpg,1
417.2_4_1.jpg,0
200.gettyimages-1060189250.jpg,1
178.stock-vector-a-cartoon-explorer-shrugging-and-looking-confused-200181164.jpg,1
336.EventIcon.jpg,1
341.USGCatherinePollard-thegem-post-thumb-large.jpg,1
24.Vijay%20Govindarajan.jpg,1
275.joanna_wiebe.jpg,1
469.58_256.jpg,1
55.Pahlaj-Nihalani.jpg,1
91.500_F_237480222_3qullU8xyVEsINcAxh696bjTA4SXdAmW.jpg,0
57.Muhammad_Khan274.jpg,1
43.colorful-set-restroom-icons-including-gender-neutral-icon-pictogram-colorful-set-restroom-icons-including-gender-neutral-126416540.jpg,0
299.600x600-hannah-peter2-gj-7-15-19.jpg,0
177.young-man-worker-confused-thinking_1194-25548.jpg,1
132.preview.jpg,1
309.Vince-joker-2-256x256.jpg,0
22.not-smiling-17357682.jpg,0
235.joshua-via-onesie.jpg,1
13.53263807-casual-teen-girl-looking-at-camera-not-smiling.jpg,0
93.gettyimages-647177884.jpg,0
471.IMG_6311-256x256.jpg,1
120.not-smiling-man-looks-at-the-camera-and-stock-videos_csp37487398.jpg,0
231.depositphotos_163327612-stock-photo-young-woman-looking-confused.jpg,1
215.Screen-Shot-2019-07-13-at-111028.jpg,0
46.coneybeare_2x.jpg,1
324.white-desert-26-c-gold-is-a-neutral.jpg,0
46.963061490.jpg,0
293.109717186-old-senior-man-looking-throughout-the-window-feeling-confused-and-depressed-alone-at-home-in-aging-r.jpg,1
31.a-head-and-shoulders-close-up-of-afro-cuban-male-senior-citizen-not-EJ3940.jpg,0
273.dcb86717-a138-4d5e-9722-9a6ea8f5e024-VPCLIFE_WHO_IS_THE_NEXT_BACHELORETTE_DESK_THUMB.00_00_08_00.Still001.jpg,0
609.-Confused-Writer-.128.22007.jpg,1
180.cartoon-confused-person-148145-6190257.jpg,1
16.a08e88cdc6e6cb91024f5914cb3fd6e72f9213ffv2_128.jpg,1
144.bloggerPlus.jpg,0
155.7320940-3x2-700x467.jpg,1
337.7ae201f2cc97a63a23b724aaefb79f87.jpg,1
36._3c4c5a76-3f00-11e8-bfff-c0c145c8e053.jpg,0
159.8bf9a6f6d34d0884644be99883d54bbd.jpg,1
215.9312.jpg,1
382.User-Completed-Image-Become-a-Graphic-Designer-2019.05.09-14.47.12.0.jpg,1
49.maxresdefault.jpg,0
159.Guy-Wildenstein-256x256.jpg,0
82.Simone-Weil-round-glasses-not-smiling.jpg,0
150.68189.jpg,1
314.La-Bella-Pizza.jpg,1
137.portrait-puzzled-blonde-pretty-young-woman-shrug-shoulders-looks-uncertain-confused-looking-to-hand-palm-has-doubts-146901816.jpg,1
